[32m2024-02-04 00:30:53.834[0;39m [INFO] org.springframework.boot.admin.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin [RMI TCP Connection(50)-127.0.0.1] Application shutdown requested.
2024-02-04 15:54:50.062 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown completed.
2024-02-04 15:55:16.455 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImpTest [main] Starting BusOperatorServiceImpTest using Java 17.0.9 with PID 26664 (started by Rohan Modi in D:\Rest_Apis\spring-rest-jpa-capstone)
2024-02-04 15:55:16.456 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImpTest [main] No active profile set, falling back to 1 default profile: "default"
2024-02-04 15:55:17.355 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-02-04 15:55:17.434 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 71 ms. Found 1 JPA repository interface.
2024-02-04 15:55:17.989 [INFO] org.hibernate.jpa.internal.util.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
2024-02-04 15:55:18.071 [INFO] org.hibernate.Version [main] HHH000412: Hibernate ORM core version 6.2.20.Final
2024-02-04 15:55:18.076 [INFO] org.hibernate.cfg.Environment [main] HHH000406: Using bytecode reflection optimizer
2024-02-04 15:55:18.438 [INFO] org.springframework.orm.jpa.persistenceunit.SpringPersistenceUnitInfo [main] No LoadTimeWeaver setup: ignoring JPA class transformer
2024-02-04 15:55:18.476 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Starting...
2024-02-04 15:55:18.863 [INFO] com.zaxxer.hikari.pool.HikariPool [main] HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@1cc9bd9b
2024-02-04 15:55:18.867 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Start completed.
2024-02-04 15:55:18.912 [WARN] org.hibernate.orm.deprecation [main] HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-02-04 15:55:18.913 [WARN] org.hibernate.orm.deprecation [main] HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-02-04 15:55:19.895 [INFO] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator [main] HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-02-04 15:55:19.941 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-02-04 15:55:20.262 [INFO] org.springframework.data.jpa.repository.query.QueryEnhancerFactory [main] Hibernate is in classpath; If applicable, HQL parser will be used.
2024-02-04 15:55:21.000 [WARN] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-02-04 15:55:22.172 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImpTest [main] Started BusOperatorServiceImpTest in 6.165 seconds (process running for 7.24)
2024-02-04 15:55:22.791 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:55:22.897 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperator [operatorID=702, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Updated from UpdateBusRoute Service Method
2024-02-04 15:55:22.933 [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator with ID 407 deleted successfully
2024-02-04 15:55:22.935 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator details with407 fetching in this method !!
2024-02-04 15:55:22.943 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=AB Bus, operatorPassword=testuser, operatorName=testpassword, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:55:22.950 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=AC Bus, operatorPassword=testuser, operatorName=testpassword, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:55:22.958 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Fetching bus operators whose names start with 'A'
2024-02-04 15:55:23.021 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Found 0 bus operators whose names start with 'A'
2024-02-04 15:55:23.029 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:55:23.034 [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator with Name Test Bus deleted successfully
2024-02-04 15:55:23.060 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator details with705 fetching in this method !!
2024-02-04 15:55:23.066 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] All Bus Route details fetched successfully!!
2024-02-04 15:55:23.087 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:55:23.094 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator details with706 fetching in this method !!
2024-02-04 15:55:23.104 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:55:23.125 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [SpringApplicationShutdownHook] Closing JPA EntityManagerFactory for persistence unit 'default'
2024-02-04 15:55:23.128 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown initiated...
2024-02-04 15:55:23.138 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown completed.
2024-02-04 15:55:57.113 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImpTest [main] Starting BusOperatorServiceImpTest using Java 17.0.9 with PID 7320 (started by Rohan Modi in D:\Rest_Apis\spring-rest-jpa-capstone)
2024-02-04 15:55:57.116 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImpTest [main] No active profile set, falling back to 1 default profile: "default"
2024-02-04 15:55:58.024 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-02-04 15:55:58.091 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 55 ms. Found 1 JPA repository interface.
2024-02-04 15:55:58.606 [INFO] org.hibernate.jpa.internal.util.LogHelper [main] HHH000204: Processing PersistenceUnitInfo [name: default]
2024-02-04 15:55:58.682 [INFO] org.hibernate.Version [main] HHH000412: Hibernate ORM core version 6.2.20.Final
2024-02-04 15:55:58.685 [INFO] org.hibernate.cfg.Environment [main] HHH000406: Using bytecode reflection optimizer
2024-02-04 15:55:59.029 [INFO] org.springframework.orm.jpa.persistenceunit.SpringPersistenceUnitInfo [main] No LoadTimeWeaver setup: ignoring JPA class transformer
2024-02-04 15:55:59.061 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Starting...
2024-02-04 15:55:59.484 [INFO] com.zaxxer.hikari.pool.HikariPool [main] HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@1cc9bd9b
2024-02-04 15:55:59.486 [INFO] com.zaxxer.hikari.HikariDataSource [main] HikariPool-1 - Start completed.
2024-02-04 15:55:59.552 [WARN] org.hibernate.orm.deprecation [main] HHH90000025: MySQL8Dialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-02-04 15:55:59.556 [WARN] org.hibernate.orm.deprecation [main] HHH90000026: MySQL8Dialect has been deprecated; use org.hibernate.dialect.MySQLDialect instead
2024-02-04 15:56:00.489 [INFO] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator [main] HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-02-04 15:56:00.552 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [main] Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-02-04 15:56:00.869 [INFO] org.springframework.data.jpa.repository.query.QueryEnhancerFactory [main] Hibernate is in classpath; If applicable, HQL parser will be used.
2024-02-04 15:56:01.608 [WARN] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration [main] spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-02-04 15:56:02.739 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImpTest [main] Started BusOperatorServiceImpTest in 6.095 seconds (process running for 7.146)
2024-02-04 15:56:03.380 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:56:03.512 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperator [operatorID=752, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Updated from UpdateBusRoute Service Method
2024-02-04 15:56:03.563 [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator with ID 653 deleted successfully
2024-02-04 15:56:03.572 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator details with653 fetching in this method !!
2024-02-04 15:56:03.582 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=AB Bus, operatorPassword=testuser, operatorName=testpassword, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:56:03.587 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=AC Bus, operatorPassword=testuser, operatorName=testpassword, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:56:03.591 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Fetching bus operators whose names start with 'A'
2024-02-04 15:56:03.661 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Found 0 bus operators whose names start with 'A'
2024-02-04 15:56:03.666 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:56:03.671 [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator with Name Test Bus deleted successfully
2024-02-04 15:56:03.694 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator details with755 fetching in this method !!
2024-02-04 15:56:03.700 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] All Bus Route details fetched successfully!!
2024-02-04 15:56:03.722 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:56:03.727 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] Bus Operator details with756 fetching in this method !!
2024-02-04 15:56:03.735 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [main] BusOperatorDTO [operatorID=0, operatorUsername=testuser, operatorPassword=testpassword, operatorName=Test Bus, email=test@example.com, phoneNumber=1234567890, registrationDate=2022-03-11] is Added from Add Service
2024-02-04 15:56:03.748 [INFO] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean [SpringApplicationShutdownHook] Closing JPA EntityManagerFactory for persistence unit 'default'
2024-02-04 15:56:03.751 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown initiated...
2024-02-04 15:56:03.762 [INFO] com.zaxxer.hikari.HikariDataSource [SpringApplicationShutdownHook] HikariPool-1 - Shutdown completed.
[32m2024-02-04 15:56:59.991[0;39m [INFO] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] [http-nio-8080-exec-1] Initializing Spring DispatcherServlet 'dispatcherServlet'
[32m2024-02-04 15:56:59.991[0;39m [INFO] org.springframework.web.servlet.DispatcherServlet [http-nio-8080-exec-1] Initializing Servlet 'dispatcherServlet'
[32m2024-02-04 15:56:59.997[0;39m [INFO] org.springframework.web.servlet.DispatcherServlet [http-nio-8080-exec-1] Completed initialization in 0 ms
[32m2024-02-04 15:57:00.679[0;39m [INFO] org.springdoc.api.AbstractOpenApiResource [http-nio-8080-exec-3] Init duration for springdoc-openapi is: 427 ms
[32m2024-02-04 15:57:43.844[0;39m [INFO] com.hexaware.restjpacapstone.controller.BusOperatorController [http-nio-8080-exec-4] EmployeeRestController deletOperatorByname executed...
[32m2024-02-04 15:57:43.850[0;39m [WARN] com.hexaware.restjpacapstone.service.BusOperatorServiceImp [http-nio-8080-exec-4] Bus Operator with Name testpassword deleted successfully
2024-02-04 15:59:17.105 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImpTest [main] Starting BusOperatorServiceImpTest using Java 17.0.9 with PID 29084 (started by Rohan Modi in D:\Rest_Apis\spring-rest-jpa-capstone)
2024-02-04 15:59:17.106 [INFO] com.hexaware.restjpacapstone.service.BusOperatorServiceImpTest [main] No active profile set, falling back to 1 default profile: "default"
2024-02-04 15:59:18.179 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-02-04 15:59:18.276 [INFO] org.springframework.data.repository.config.RepositoryConfigurationDelegate [main] Finished Spring Data repository scanning in 87 ms. Found 1 JPA repository interface.
